"Einheit";"Haus";"Wohnung";"Wohngebiet";"Geschoss";"Wohnfläche";"Raumanzahl";"Dusche";"Wanne";"Aufzug";"Balkon/Terasse";"Einstufung Mietkosten";"Geschlecht";"Einzug";"Wohndauer in Monaten";"Altereinstufung";"Personenanzahl";"Haustier";"Mahnverfahren"
142;8;73;"Hohenstücken ";"1. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";11/01/02;253;3;3;"nein";"nein"
236;3;30;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";05/01/02;245;4;4;"nein";"nein"
152;4;35;"Hohenstücken ";"2. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";09/01/09;171;5;1;"nein";"nein"
43;2;12;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";10/01/09;170;3;1;"nein";"nein"
96;4;29;"Hohenstücken ";"3. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"M";05/01/74;595;4;2;"nein";"nein"
167;3;118;"Hohenstücken ";"3. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";06/01/18;66;3;2;"nein";"nein"
160;4;38;"Hohenstücken ";"4. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";12/01/12;87;3;4;"nein";"nein"
160;4;38;"Hohenstücken ";"4. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";01/01/21;23;2;2;"nein";"nein"
160;4;38;"Hohenstücken ";"4. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"M";04/01/23;8;2;4;"nein";"nein"
93;2;9;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"M";02/01/03;215;5;2;"nein";"nein"
93;2;9;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"W";02/01/21;14;5;1;"nein";"nein"
93;2;9;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"W";07/01/22;1;4;3;"nein";"nein"
93;2;9;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"M";09/01/22;15;4;1;"nein";"nein"
206;1;5;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"W";04/01/16;92;4;2;"nein";"nein"
124;5;42;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";10/01/11;146;4;2;"nein";"nein"
153;2;23;"Hohenstücken ";"1. Obergeschoss";76.48;4;"ja";"nein";"nein";"ja";3;"W";03/01/13;111;4;3;"nein";"nein"
153;2;23;"Hohenstücken ";"1. Obergeschoss";76.48;4;"ja";"nein";"nein";"ja";3;"W";03/01/23;9;2;4;"ja";"nein"
92;1;12;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";11/01/00;248;4;2;"nein";"nein"
92;1;12;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";08/01/21;16;4;1;"nein";"nein"
20;1;9;"Hohenstücken ";"2. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"M";10/01/16;86;2;4;"nein";"nein"
50;1;7;"Hohenstücken ";"3. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";04/01/13;128;3;4;"nein";"ja"
110;2;20;"Hohenstücken ";"4. Obergeschoss";76.48;4;"nein";"ja";"nein";"ja";3;"W";01/01/17;83;3;2;"nein";"nein"
104;1;63;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";09/01/95;339;3;2;"nein";"ja"
74;2;20;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";04/01/05;224;4;1;"nein";"nein"
167;1;109;"Hohenstücken ";"1. Obergeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"M";01/01/10;155;"\N";2;"nein";"nein"
202;1;7;"Hohenstücken ";"1. Obergeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"M";06/01/74;594;4;2;"nein";"nein"
136;3;21;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";06/01/74;594;4;2;"nein";"nein"
236;4;52;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";08/01/05;220;3;2;"nein";"ja"
142;4;32;"Hohenstücken ";"3. Obergeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"W";05/01/90;403;4;2;"nein";"ja"
163;1;6;"Hohenstücken ";"3. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";06/01/74;594;5;2;"nein";"nein"
165;3;31;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";06/01/74;594;5;2;"nein";"nein"
167;1;110;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";3;"M";05/01/13;127;4;2;"nein";"nein"
57;1;7;"Hohenstücken ";"1. Obergeschoss";58.26;2;"ja";"nein";"nein";"ja";2;"M";06/01/13;91;5;1;"nein";"nein"
57;1;7;"Hohenstücken ";"1. Obergeschoss";58.26;2;"ja";"nein";"nein";"ja";2;"M";11/01/21;25;3;2;"ja";"nein"
113;4;30;"Hohenstücken ";"1. Obergeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"M";04/01/20;44;4;1;"nein";"nein"
28;4;26;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";09/01/11;102;4;1;"nein";"nein"
28;4;26;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";10/01/20;38;2;4;"nein";"nein"
129;4;36;"Hohenstücken ";"2. Obergeschoss";58.53;2;"ja";"nein";"nein";"ja";2;"M";06/01/74;566;5;2;"nein";"nein"
129;4;36;"Hohenstücken ";"2. Obergeschoss";58.53;2;"ja";"nein";"nein";"ja";2;"M";08/01/22;16;3;1;"nein";"nein"
140;3;23;"Hohenstücken ";"3. Obergeschoss";116.12;5;"nein";"nein";"nein";"ja";4;"W";10/01/20;38;2;5;"nein";"ja"
85;3;34;"Hohenstücken ";"4. Obergeschoss";116.17;5;"nein";"nein";"nein";"ja";4;"W";10/01/20;38;2;5;"nein";"nein"
213;2;17;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";05/01/00;283;4;1;"nein";"nein"
28;1;5;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";2;"W";04/01/08;166;5;1;"nein";"nein"
28;1;5;"Hohenstücken ";"Erdgeschoss";60.08;3;"ja";"nein";"nein";"ja";3;"W";11/01/22;13;2;1;"nein";"ja"
12;1;2;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";12/01/20;36;4;2;"nein";"nein"
121;3;64;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";07/01/74;593;5;1;"nein";"nein"
234;3;23;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";07/01/74;593;5;1;"nein";"nein"
172;6;56;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";01/01/11;116;2;2;"nein";"nein"
151;5;47;"Hohenstücken ";"4. Obergeschoss";58.94;2;"nein";"ja";"nein";"ja";3;"M";01/01/23;7;2;1;"nein";"ja"
151;5;47;"Hohenstücken ";"4. Obergeschoss";58.94;2;"nein";"ja";"nein";"ja";3;"M";12/01/23;0;2;1;"nein";"nein"
15;2;12;"Hohenstücken ";"4. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";07/01/74;593;4;1;"nein";"nein"
120;8;76;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";10/01/17;74;2;2;"nein";"nein"
92;3;30;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";01/01/12;143;4;2;"nein";"nein"
236;4;47;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";07/01/74;593;5;1;"nein";"nein"
124;8;78;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";12/01/15;96;4;1;"nein";"nein"
67;1;5;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";06/01/01;270;4;1;"nein";"nein"
106;1;104;"Hohenstücken ";"2. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";10/01/05;218;4;2;"nein";"ja"
15;1;6;"Hohenstücken ";"3. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";04/01/98;308;3;1;"nein";"nein"
116;1;3;"Hohenstücken ";"4. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";01/01/19;51;2;1;"nein";"ja"
48;1;3;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";11/01/06;205;4;1;"nein";"nein"
171;1;6;"Hohenstücken ";"Erdgeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";07/01/74;589;5;1;"nein";"nein"
160;4;36;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";05/01/03;247;4;3;"ja";"nein"
81;1;4;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"M";09/01/09;170;4;2;"nein";"nein"
81;1;4;"Hohenstücken ";"1. Obergeschoss";60.08;3;"nein";"ja";"nein";"ja";2;"W";12/01/23;0;4;1;"nein";"nein"
97;1;2;"Hohenstücken ";"2. Obergeschoss";116;6;"ja";"ja";"nein";"ja";4;"M";01/01/18;64;3;3;"ja";"ja"
97;1;2;"Hohenstücken ";"2. Obergeschoss";116;6;"ja";"ja";"nein";"ja";4;"W";06/01/23;6;2;8;"nein";"ja"
62;1;1;"Hohenstücken ";"3. Obergeschoss";116;6;"ja";"ja";"nein";"ja";4;"W";01/01/18;71;3;6;"ja";"ja"
161;1;7;"Hohenstücken ";"4. Obergeschoss";116;6;"ja";"ja";"nein";"ja";4;"W";01/01/18;71;2;6;"ja";"ja"
105;1;74;"Hohenstücken ";"Erdgeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";11/01/98;301;4;1;"nein";"nein"
106;2;112;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";09/01/00;279;4;1;"nein";"nein"
204;2;13;"Hohenstücken ";"1. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"M";10/01/97;314;4;1;"nein";"nein"
112;3;17;"Hohenstücken ";"1. Obergeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"W";07/01/11;149;4;2;"nein";"nein"
103;2;106;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";02/01/13;97;4;1;"nein";"nein"
103;2;106;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/21;12;2;3;"nein";"nein"
103;2;106;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";05/01/23;7;2;1;"nein";"ja"
208;1;3;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";05/01/13;127;4;1;"nein";"nein"
6;5;40;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";01/01/09;179;3;1;"nein";"nein"
108;2;12;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";07/01/00;281;4;1;"nein";"ja"
76;3;25;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";08/01/18;48;2;1;"nein";"nein"
76;3;25;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";06/01/23;6;4;1;"nein";"ja"
125;1;3;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";10/01/73;602;4;1;"nein";"nein"
103;2;153;"Hohenstücken ";"1. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";10/01/73;602;5;1;"nein";"nein"
138;5;114;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";10/01/73;602;"\N";1;"nein";"nein"
69;4;28;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";05/01/13;98;4;2;"nein";"nein"
69;4;28;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";08/01/21;28;4;1;"nein";"nein"
166;4;36;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";10/01/73;602;4;1;"nein";"nein"
248;1;1;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/16;85;2;2;"nein";"nein"
57;3;22;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";04/01/19;56;2;1;"nein";"nein"
112;3;18;"Hohenstücken ";"4. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";12/01/12;132;3;2;"ja";"nein"
45;3;17;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";10/01/09;126;4;1;"nein";"nein"
45;3;17;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";09/01/20;39;4;1;"nein";"nein"
162;2;14;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";11/01/00;242;5;1;"nein";"nein"
162;2;14;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";01/01/22;23;4;2;"nein";"nein"
40;3;13;"Hohenstücken ";"1. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";03/01/18;69;4;1;"nein";"nein"
62;2;13;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";03/01/12;141;4;1;"nein";"nein"
119;4;27;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";04/01/17;80;4;1;"nein";"nein"
186;2;14;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";07/01/18;65;5;1;"nein";"nein"
353;2;14;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";10/01/04;;3;1;"nein";"ja"
91;2;23;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";03/01/18;69;2;2;"ja";"nein"
103;1;6;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/15;50;2;1;"nein";"nein"
103;1;6;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";06/01/20;8;2;1;"ja";"nein"
103;1;6;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";06/01/21;19;2;1;"nein";"nein"
103;1;6;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";04/01/23;8;2;1;"nein";"nein"
104;2;114;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";10/01/00;233;4;1;"nein";"nein"
104;2;114;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";03/01/22;21;2;1;"nein";"nein"
105;2;140;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";10/01/73;602;4;1;"nein";"nein"
112;1;1;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";08/01/16;61;2;2;"nein";"nein"
112;1;1;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";06/01/22;18;4;1;"nein";"nein"
115;4;31;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";10/01/73;602;4;1;"nein";"nein"
145;3;28;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/15;59;3;1;"nein";"nein"
145;3;28;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";10/01/21;26;2;1;"nein";"nein"
211;3;27;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";10/01/14;110;3;1;"nein";"nein"
167;1;101;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";09/01/22;15;3;1;"nein";"nein"
57;2;11;"Hohenstücken ";"3. Obergeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"W";04/01/20;29;2;2;"ja";"nein"
57;2;11;"Hohenstücken ";"3. Obergeschoss";60.65;3;"ja";"nein";"nein";"ja";3;"W";04/01/23;8;3;2;"nein";"ja"
106;4;123;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";02/01/17;58;2;1;"nein";"nein"
106;4;123;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";09/01/22;15;3;1;"nein";"ja"
106;4;123;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";03/01/24;-2;3;1;"nein";"nein"
138;10;102;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";12/01/16;84;2;2;"ja";"nein"
123;4;129;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";02/01/14;118;5;1;"nein";"nein"
149;5;43;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";03/01/11;153;3;2;"nein";"nein"
67;4;25;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";08/01/73;604;"\N";1;"nein";"nein"
40;3;15;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";08/01/03;244;4;1;"nein";"nein"
105;1;78;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";02/01/03;207;3;1;"nein";"ja"
213;1;4;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";09/01/15;99;2;1;"nein";"ja"
145;5;49;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";09/01/01;267;4;1;"nein";"ja"
90;2;19;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";02/01/17;82;4;2;"nein";"nein"
137;5;48;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";07/01/18;65;3;1;"nein";"ja"
204;2;15;"Hohenstücken ";"1. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";2;"W";08/01/77;517;4;1;"nein";"nein"
204;2;15;"Hohenstücken ";"1. Obergeschoss";59.76;3;"nein";"ja";"nein";"ja";2;"W";05/01/22;19;4;1;"nein";"nein"
55;3;20;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";12/01/19;48;2;2;"ja";"ja"
140;3;25;"Hohenstücken ";"2. Obergeschoss";60.17;3;"nein";"ja";"nein";"ja";2;"M";10/01/17;74;4;2;"ja";"nein"
242;1;7;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";07/01/02;225;5;1;"nein";"nein"
242;1;7;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";02/01/22;;4;1;"nein";"nein"
110;2;13;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";03/01/08;167;4;1;"nein";"nein"
110;2;13;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/22;13;3;2;"nein";"ja"
49;2;16;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";05/01/07;199;4;1;"nein";"nein"
172;3;21;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";08/01/78;544;4;1;"nein";"nein"
352;1;3;"Hohenstücken ";"Erdgeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";01/01/20;8;"\N";1;"nein";"nein"
352;1;3;"Hohenstücken ";"Erdgeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";02/01/21;34;3;1;"nein";"nein"
203;2;21;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";07/01/17;77;5;1;"nein";"nein"
151;4;34;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";05/01/14;115;4;1;"nein";"nein"
174;2;21;"Hohenstücken ";"2. Obergeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"M";08/01/73;603;5;1;"nein";"nein"
237;3;25;"Hohenstücken ";"2. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";05/01/00;277;5;1;"nein";"nein"
237;3;25;"Hohenstücken ";"2. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";11/01/23;1;1;1;"nein";"nein"
161;4;40;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";09/01/16;87;2;3;"nein";"ja"
29;4;28;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";05/01/14;115;3;1;"nein";"nein"
135;1;10;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";04/01/19;56;2;2;"nein";"nein"
123;3;117;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";08/01/73;604;4;1;"nein";"nein"
130;4;37;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";11/01/77;553;4;1;"nein";"nein"
134;3;21;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";01/01/97;323;3;1;"nein";"nein"
172;2;11;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";09/01/11;147;5;1;"nein";"nein"
104;2;94;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";08/01/73;604;5;1;"nein";"nein"
56;1;5;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";07/01/95;341;5;1;"nein";"nein"
75;1;7;"Hohenstücken ";"3. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";02/01/13;130;4;1;"nein";"nein"
138;4;39;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";10/01/91;386;4;1;"nein";"nein"
7;2;17;"Hohenstücken ";"Erdgeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";10/01/05;218;4;1;"nein";"nein"
209;1;5;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";12/01/75;558;5;1;"nein";"nein"
209;1;5;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";04/01/23;8;4;1;"nein";"nein"
114;4;29;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";07/01/18;65;3;2;"ja";"nein"
40;2;7;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";07/01/15;101;5;1;"nein";"nein"
162;1;3;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";07/01/13;125;4;1;"nein";"nein"
83;4;27;"Hohenstücken ";"2. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";12/01/21;24;2;1;"nein";"ja"
124;2;11;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";12/01/17;72;2;2;"nein";"nein"
104;2;142;"Hohenstücken ";"3. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";01/01/22;23;2;1;"nein";"nein"
136;3;29;"Hohenstücken ";"4. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";02/01/22;22;2;1;"ja";"ja"
169;4;38;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";03/01/87;435;4;1;"nein";"nein"
43;3;19;"Hohenstücken ";"Erdgeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"W";09/01/05;219;4;1;"nein";"nein"
172;1;4;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";01/01/12;143;4;1;"nein";"nein"
76;1;1;"Hohenstücken ";"1. Obergeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"M";03/01/98;309;4;1;"nein";"nein"
142;5;41;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";06/01/13;126;4;1;"nein";"nein"
134;3;28;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";09/01/07;195;4;1;"nein";"nein"
114;4;31;"Hohenstücken ";"2. Obergeschoss";49.41;2;"ja";"nein";"nein";"ja";2;"W";08/01/19;52;4;1;"nein";"nein"
96;2;16;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";12/01/21;15;2;4;"nein";"ja"
96;2;16;"Hohenstücken ";"3. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";3;"W";08/01/23;4;2;1;"nein";"ja"
162;1;7;"Hohenstücken ";"3. Obergeschoss";49.21;2;"nein";"ja";"nein";"ja";2;"M";01/01/22;23;3;1;"nein";"nein"
24;1;6;"Hohenstücken ";"4. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";12/01/21;24;3;1;"nein";"nein"
121;4;39;"Hohenstücken ";"4. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";11/01/21;25;2;2;"nein";"nein"
139;1;5;"Hohenstücken ";"Erdgeschoss";60.65;3;"ja";"nein";"nein";"ja";2;"W";06/01/12;138;5;2;"nein";"nein"
90;3;34;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";08/01/01;242;4;2;"nein";"ja"
90;3;34;"Hohenstücken ";"Erdgeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"M";05/01/22;19;4;2;"nein";"nein"
172;2;18;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";12/01/16;53;5;1;"nein";"ja"
172;2;18;"Hohenstücken ";"1. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"M";11/01/21;25;4;2;"nein";"nein"
29;1;6;"Hohenstücken ";"1. Obergeschoss";49.41;2;"nein";"ja";"nein";"ja";2;"W";08/01/05;220;5;1;"nein";"nein"
93;3;23;"Hohenstücken ";"2. Obergeschoss";60.65;3;"nein";"ja";"nein";"ja";2;"W";12/01/17;71;5;1;"nein";"nein"
